order,Progress,Duration (in seconds),Finished,Response ID,DistributionChannel - Distribution Channel,"consentement",gender,gender_TEXT,sexual_orientation,"sexual_orientation_5_TEXT ",age_1,"kids ","kids_2","activity - Etes-vous (en ce moment) ","pays ","pays_4_TEXT ","nationalite ",nationalite_text,"society_ladder_1 - 10","society_ladder_2 - - 9","society_ladder_3 -- 8","society_ladder_4 -- 7","society_ladder_5 -- 6","society_ladder_6 -- 5","society_ladder_7 -- 4","society_ladder_8 -- 3","society_ladder_9 -- 2","society_ladder_10 -- 1",alarm_timer_First Click - Timing - First Click,alarm_timer_Last Click - Timing - Last Click,alarm_timer_Page Submit - Timing - Page Submit,alarm_timer_Click Count - Timing - Click Count,desc_norm,"presc_norm_d - Sur une échelle de 1 (perturbation totale) à 7 (conformité totale), veuillez évaluer dans quelle mesure les solutions proposées par Essaim d'Alerte sont compatibles avec le fonctionnement de votre pays ?",high_control_1,high_control_2,high_control_3,high_control_4,high_control_5,high_control_6,high_control_7,high_control_8,high_control_9,high_control_10,high_control_11,high_control_12,high_control_13,high_control_14,high_control_15,high_control_16,high_control_17,high_control_18,high_control_19,high_control_20,high_control_21,high_control_22,control_low_1,control_low_2,control_low_3,control_low_4,control_low_5,control_low_6,control_low_7,control_low_8,control_low_9,control_low_10,control_low_11,control_low_12,control_low_13,control_low_14,control_low_15,control_low_16,control_low_17,control_low_18,control_low_19,control_low_20,control_low_21,control_low_22,sdo_french_1,sdo_french_2,sdo_french_3,sdo_french_4,sdo_french_5,sdo_french_6,sdo_french_7,sdo_french_8,sdo_french_9,sdo_french_10,sdo_french_11,sdo_french_12,sdo_french_13,sdo_french_14,sdo_french_15,sdo_french_16,sdo_DO_1,sdo_DO_2,sdo_DO_3,sdo_DO_4,sdo_DO_5,sdo_DO_6,sdo_DO_7,sdo_DO_8,sdo_DO_9,sdo_DO_10,sdo_DO_11,sdo_DO_12,sdo_DO_13,sdo_DO_14,sdo_DO_15,sdo_DO_16,edo,condrition_high_low_control,condrition_high_low_control_text,sdo_or_edo_first
218,100,639,1,R_2EF6VxNg6uHk1Di,anonymous,"1",2,,2,,61,"2","3","6","2",,"2",,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",25.356,97.608,98.315,22,40,"4",,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,1,1,,,,1,,1,,,,1,,1,7,1,7,1,7,1,7,1,7,7,7,7,3,7,7,7,6,14,15,13,1,12,16,9,4,10,11,5,3,2,8,1,2,low,edo
246,100,1308,1,R_wMpmAdIZicJhL8d,anonymous,"1",2,,2,,69,"2","2","5","3",,"3",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",178.485,178.485,182.571,1,60,"8",1,1,,1,,1,1,,,,,1,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,12,12,12,7,12,12,12,12,12,12,12,12,12,12,10,13,12,2,6,3,4,16,15,8,9,7,1,14,5,11,1,1,high,sdo
695,90,432,0,R_6y5W7pNdy1c25k5,anonymous,"1",2,,3,,23,"1",,"1","1",,"2",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",1.137,83.677,84.364,19,40,"7",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,,,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,low,edo
271,97,442,0,R_28GI8XteQGHFNrZ,anonymous,"1",2,,2,,20,"1",,"1","4","Lettonie","2",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3.36,76.422,76.981,20,34,"3",1,1,,1,,1,1,,,,,1,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,7,1,7,4,7,2,7,1,6,6,7,3,1,7,1,12,9,7,10,13,3,15,8,2,11,14,16,6,4,5,1,2,1,high,edo
203,100,957,1,R_3KxXzvvLhSobPAf,anonymous,"1",1,,2,,66,"2","5","5","2",,"2",,"Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",20.003,146.668,149.941,36,10,"2",1,1,,1,,1,1,,,,,1,1,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,7,1,7,1,7,1,7,1,7,7,7,1,6,7,1,7,8,15,11,6,3,9,4,16,1,14,10,13,5,12,2,2,1,high,edo
259,100,687,1,R_3PhmbMOwqeSR10T,anonymous,"1",1,,1,,22,"1",,"1","1",,"1",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",1.815,153.174,153.991,43,65,"4",,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,1,,1,1,,,,,1,,,,,1,1,,1,7,1,7,1,7,1,7,1,6,7,7,1,1,6,1,3,7,14,6,8,9,5,16,10,15,11,1,13,4,12,2,2,2,low,edo
571,100,543,1,R_1FKSMzRHhpQG2Zr,anonymous,"1",1,,2,,25,"1",,"3","1",,"4",COL,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",7.897,29.137,30.726,3,5,"3",,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,1,1,,,1,,,1,1,1,,,1,1,7,1,7,1,7,1,7,1,7,7,7,1,1,7,1,11,16,8,12,2,4,7,15,14,5,1,9,10,13,6,3,2,2,low,edo
251,100,1713,1,R_1N9tDaD2BETjRkg,anonymous,"1",1,,1,,21,"1",,"1","2",,"2",,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",1.709,138.719,140.257,17,60,"4",,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,,,1,,1,,1,,,,,1,,,1,7,1,7,1,7,1,7,1,7,7,7,1,1,7,1,1,9,12,14,3,2,13,16,10,11,4,15,8,6,7,5,2,2,low,edo
75,100,2053,1,R_2SlDDxP34TJHvry,anonymous,"1",2,,2,,54,"2","3","4","1",,"4",Allemande et suissesse,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",7.601,710.968,712.392,51,40,"3",1,1,,1,1,1,1,,,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,2,7,1,7,1,7,1,7,7,7,1,1,7,1,5,4,1,10,3,2,7,15,16,13,8,9,14,12,11,6,2,1,high,edo
508,100,433,1,R_3dG7AJfKJ5kfREO,anonymous,"1",1,,2,,20,"1",,"1","1",,"1",,"Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",68.257,68.257,69.11,1,10,"3",1,1,,1,1,,,1,,1,,1,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,7,7,4,7,6,7,1,7,1,7,7,7,1,1,7,1,14,11,13,8,1,7,2,4,16,10,15,9,3,12,5,6,2,1,high,edo
557,100,1272,1,R_3qljrSoVlS1ISPr,anonymous,"1",3,,4,,21,"1",,"1","1",,"4",Italienne/Suédoise,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",185.319,185.319,200.263,1,20,"8",,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,1,,1,,,,1,1,,,,1,1,,1,7,1,7,1,7,1,7,1,7,7,7,1,1,2,1,9,2,15,3,13,10,4,11,12,16,1,14,8,7,5,6,2,2,low,edo
10,100,2414,1,R_3eqcLCKhxpD1LFG,anonymous,"1",2,,2,,51,"2","2","2","2",,"2",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",13.822,192.296,193.017,16,61,"4",,1,,,1,1,,1,1,,,,1,1,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,7,1,7,1,7,1,7,1,7,7,7,1,1,7,1,12,13,5,16,1,15,4,2,10,14,3,8,9,6,11,7,2,1,high,edo
94,100,1440,1,R_2Y6cVjOf90xaznK,anonymous,"1",2,,2,,53,"2","3","2","1",,"2",,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",5.614,214.709,216.183,13,30,"3",1,1,,1,,1,,1,1,,,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,2,7,1,7,1,7,1,7,7,7,1,1,7,1,13,16,4,11,5,6,8,3,15,10,9,12,14,2,1,7,2,1,high,sdo
57,100,526,1,R_1GvlTXpDNyzbhNN,anonymous,"1",1,,2,,60,"2","3","5","1",,"1",,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",7.747,64.456,66.322,30,30,"3",1,1,,1,1,1,1,,,,,1,1,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,7,1,7,1,7,1,7,1,7,7,7,1,1,7,1,9,3,5,6,2,14,10,1,4,11,16,12,7,15,13,8,2,1,high,edo
547,100,502,1,R_PBUIMX0CC8g4D6h,anonymous,"1",2,,2,,24,"1",,"1","1",,"2",,"Neutral","Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral",93.407,93.407,94.711,1,25,"3",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,1,1,,,,1,1,1,,,1,,1,1,7,1,7,1,7,1,7,1,6,7,7,1,1,2,1,7,6,4,13,15,14,2,16,5,12,10,9,1,3,11,8,2,2,low,edo
615,100,671,1,R_Dq5X7RAyJkeRpO9,anonymous,"1",2,,2,,47,"2","3","2","2",,"4",Suédoise,"Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",5.639,121.722,122.598,15,,"4",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,1,1,1,1,1,1,1,,1,6,2,7,1,5,2,7,1,5,7,7,2,1,3,1,6,14,16,15,2,4,10,5,11,3,7,12,9,1,13,8,2,2,low,edo
632,100,499,1,R_3ehkFMrNsePGN1p,anonymous,"1",2,,2,,26,"1",,"1","1",,"1",,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",2.931,147.808,148.426,13,28,"5",1,1,,1,1,1,1,,,1,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,6,2,7,2,6,1,6,6,6,4,1,4,1,12,11,15,13,5,7,1,9,10,16,2,4,3,14,6,8,2,1,high,sdo
22,100,1646,1,R_UaNwqkUm3yrvzbj,anonymous,"1",1,,2,,24,"1",,"3","3",,"3",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",194.659,194.659,198.001,1,20,"1",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,1,,,1,1,1,,,1,1,,1,6,4,1,7,1,6,2,7,4,2,5,7,1,5,3,1,7,15,13,8,5,3,1,10,12,2,4,16,14,11,6,9,2,2,low,sdo
527,100,400,1,R_1SRCFD5bfupS9B7,anonymous,"1",2,,2,,23,"1",,"3","1",,"1",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",5.1,55.281,55.856,28,40,"4",,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,1,,1,1,,,1,1,1,,,,1,,1,7,2,7,1,7,1,7,1,7,7,7,1,1,6,1,4,5,13,10,7,3,8,15,16,12,1,14,2,6,11,9,2,2,low,sdo
665,100,973,1,R_3q7hRE68lzeYMLJ,anonymous,"1",2,,2,,24,"1",,"3","4","Allemagne","2",,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",26.308,141.449,143.452,5,10,"3",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,1,,,,1,,,1,1,1,,,1,7,1,7,2,7,1,7,1,7,7,7,1,2,6,1,2,5,1,4,15,7,8,12,3,14,16,10,6,13,11,9,2,2,low,edo
44,100,757,1,R_10MjjbivEbjDlBM,anonymous,"1",2,,2,,23,"1",,"1","2",,"2",,"Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral",5.645,81.109,81.786,17,30,"3",,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,1,1,1,,,,1,,1,,1,1,,,1,6,4,7,1,7,4,6,1,3,6,7,2,1,2,1,9,5,6,7,11,15,13,16,8,14,12,2,1,3,4,10,2,2,low,edo
174,100,635,1,R_3G8uG8vGP65MkGJ,anonymous,"1",2,,3,,22,"1",,"1","2",,"2",,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",2.792,76.865,77.433,17,50,"4",,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,1,1,1,,,1,,1,,1,1,,,1,7,6,7,1,7,1,7,1,7,6,7,2,2,3,1,4,5,1,2,14,15,16,6,7,12,9,13,11,3,8,10,2,2,low,sdo
121,100,602,1,R_3kFX6EjffcN5yTV,anonymous,"1",1,,2,,24,"1",,"3","1",,"2",,"Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",1.412,96.252,98.404,19,15,"3",1,1,1,1,,1,1,,,,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,2,7,1,7,1,6,1,7,7,7,1,1,7,1,7,1,2,3,5,4,9,6,10,8,13,16,11,14,15,12,2,1,high,sdo
179,100,426,1,R_27yxi8yPdfYsGJ2,anonymous,"1",2,,2,,24,"1",,"1","1",,"1",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",6.174,98.893,99.8,18,35,"5",,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,1,1,,,1,1,,1,1,1,,,,1,7,5,7,1,7,3,4,1,7,6,7,5,1,6,1,11,14,8,16,15,7,6,10,3,5,4,9,2,12,1,13,2,2,low,sdo
241,100,701,1,R_O245jTqCuTitnSV,anonymous,"1",2,,2,,53,"2","3","2","2",,"2",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",1.285,58.26,59.903,33,27,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,1,,1,1,1,1,1,1,1,7,4,6,1,7,4,1,1,7,7,7,6,1,3,1,1,14,11,16,8,3,10,2,9,6,4,5,7,15,12,13,2,2,low,edo
79,100,420,1,R_1q55xcOf63pOKtr,anonymous,"1",2,,2,,26,"1",,"2","1",,"2",,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",0.486,3.223,4.461,3,12,"3",1,1,,1,,1,1,,,,,1,1,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,6,3,6,1,7,5,7,1,4,5,5,1,1,5,1,1,11,12,14,10,13,16,4,7,2,9,8,6,5,3,15,2,1,high,edo
80,100,426,1,R_3MxqLAqIyVIMkQi,anonymous,"1",1,,2,,22,"1",,"1","3",,"2",,"Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",2.475,75.306,76.311,20,21,"6",1,1,,1,1,1,1,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,5,6,1,7,3,4,2,4,6,7,1,1,5,1,5,14,12,9,8,7,4,13,6,16,2,10,11,1,3,15,2,1,high,sdo
540,100,1075,1,R_3EneJFwqX7p0EUQ,anonymous,"1",2,,2,,21,"1",,"1","2",,"2",,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",1.279,224.04,224.683,25,25,"3",,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,1,1,,,,1,1,1,,1,,1,,2,6,1,7,12,7,2,7,1,6,7,7,2,1,6,1,10,3,16,9,11,5,8,7,6,14,2,4,12,13,1,15,2,2,low,sdo
13,100,625,1,R_1hROfYleFS6AzAi,anonymous,"1",2,,2,,23,"1",,"3","2",,"2",,"Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral",23.761,69.627,71.502,12,35,"3",1,1,,,,,1,,,,1,1,1,,1,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,7,2,6,1,7,1,7,1,7,7,7,2,3,5,1,1,12,7,11,15,8,10,9,5,3,2,6,13,4,14,16,2,1,high,edo
85,100,728,1,R_26gVO7U27kXf3oB,anonymous,"1",2,,2,,54,"2","2","2","1",,"1",,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",4.717,116.379,117.793,23,36,"3",,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,1,,,1,1,,,1,1,,1,,,,,,1,7,1,7,1,7,1,7,1,7,7,7,1,1,7,1,12,2,9,8,11,3,10,13,4,7,15,6,14,1,5,16,2,2,low,sdo
32,100,630,1,R_25AzZI3gXPYDmv2,anonymous,"1",2,,2,,44,"2","4","2","3",,"3",,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",7.632,92.524,93.318,22,16,"3",,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,,1,1,1,1,,,,1,,,,,1,,,1,5,1,6,2,7,2,7,1,6,6,7,1,4,7,2,9,3,11,8,6,13,5,16,14,7,4,2,10,12,15,1,2,2,low,edo
679,100,351,1,R_pLFhRJHkHxOBE1b,anonymous,"1",1,,2,,21,"1",,"1","3",,"3",,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",1.273,70.456,71.169,28,45,"4",,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,1,,,1,1,1,,1,1,1,,,2,7,2,7,2,6,3,7,2,5,7,7,1,6,6,2,14,1,9,4,11,8,15,5,7,13,3,12,10,16,6,2,2,2,low,sdo
83,100,905,1,R_2Cer3un7c73HSEe,anonymous,"1",1,,2,,33,"1",,"3","1",,"1",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",20.501,168.573,169.441,51,50,"5",,1,1,1,1,,,,,,,,1,1,1,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,7,3,5,1,7,2,6,5,7,7,7,2,1,7,2,12,7,9,11,5,13,8,10,15,4,16,14,2,6,1,3,2,1,high,edo
93,100,1097,1,R_eeTjHhUoqFfBXuF,anonymous,"1",2,,2,,38,"1",,"2","1",,"4",,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",2.049,172.964,173.532,50,59,"5",1,1,,1,,,,,1,1,,1,1,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,1,4,1,5,7,7,1,2,7,1,1,4,6,2,2,8,5,14,10,13,15,4,2,12,1,6,11,7,16,9,3,2,1,high,sdo
656,100,347,1,R_sI2qxZsP0S06F1f,anonymous,"1",1,,2,,23,"1",,"1","2",,"1",,"Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",10.511,63.651,64.259,27,15,"3",,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,1,1,,,,,1,,,,1,1,1,1,1,7,1,7,5,7,3,6,1,6,7,7,4,7,7,2,14,7,3,16,13,4,2,9,6,12,8,10,15,11,1,5,2,2,low,edo
658,100,903,1,R_3ke4C8JbkJDmeEH,anonymous,"1",1,,2,,22,"1",,"1","1",,"2",,"Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",6.558,182.948,184.005,14,30,"5",,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,1,,1,,,,,1,1,,1,,1,,1,,6,5,6,6,1,7,7,6,1,6,3,7,6,1,5,2,9,13,4,15,6,12,8,3,2,1,14,10,11,5,16,7,2,2,low,sdo
55,100,430,1,R_2EgjYWuKpEM1tKl,anonymous,"1",2,,2,,30,"1",,"2","1",,"1",,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",0.778,2.709,3.662,3,35,"3",1,1,,1,1,1,1,,,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,7,1,7,2,7,1,6,6,7,1,1,4,2,9,1,13,4,2,12,3,7,11,5,16,6,8,15,14,10,2,1,high,sdo
221,100,356,1,R_2xYnMNWgVYCX7Uy,anonymous,"1",1,,1,,30,"1",,"2","1",,"1",,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",1.568,44.354,45.111,21,35,"4",,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,1,,,1,,,1,1,,,,1,1,1,1,7,1,7,1,7,1,7,1,7,7,7,2,2,7,2,16,2,15,5,1,7,12,13,4,8,3,14,9,6,10,11,2,2,low,edo
663,100,908,1,R_3J4d4OnlL85oPny,anonymous,"1",1,,2,,34,"2","2","2","2",,"2",,"Neutral","Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral",28.466,199.206,200.406,16,31,"4",,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,1,1,1,,,,1,,1,,,,1,1,1,7,5,6,1,7,1,6,1,7,7,7,1,6,6,2,14,16,7,9,4,2,10,11,15,3,1,5,8,6,13,12,2,2,low,edo
255,100,856,1,R_2tm2kbwjvHMGPBU,anonymous,"1",2,,2,,23,"1",,"1","2",,"2",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",188.996,188.996,190.543,1,20,"2",,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,1,1,1,,1,1,,,,1,1,,,2,5,2,6,1,5,4,6,1,6,6,6,2,1,3,2,9,16,15,12,10,7,3,14,11,4,8,5,2,6,1,13,2,2,low,sdo
278,100,343,1,R_1LOL4JbqYtYvdA2,anonymous,"1",2,,1,,23,"1",,"1","2",,"2",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",1.038,2.195,2.705,3,35,"5",,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,1,,1,1,,1,1,,1,,1,,,,1,6,1,7,1,7,1,7,1,7,7,7,2,6,7,2,7,11,10,6,12,3,14,1,8,15,2,16,9,4,5,13,2,2,low,sdo
392,97,648,0,R_3hroOpzZB4fDMtu,anonymous,"1",2,,2,,57,"2","2","2","2",,"2",,"Neutral","Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral",13.141,108.779,110.04,9,15,"8",,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,,1,1,,,,1,,,1,1,1,,,1,7,3,7,1,7,1,7,1,7,7,7,1,4,7,3,13,3,5,2,16,9,14,8,6,10,11,4,15,7,12,1,2,2,low,edo
191,100,2066,1,R_1Ow8SioQoc9sxFp,anonymous,"1",2,,2,,36,"1",,"2","2",,"2",,"Neutral","Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral",7.549,294.757,296.467,24,20,"1",1,1,,1,,1,1,,,,,,1,1,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,3,5,4,5,1,5,4,7,3,5,5,7,5,1,2,3,15,12,3,5,13,7,4,14,16,6,8,11,9,2,10,1,2,1,high,edo
628,100,466,1,R_2VCo0PvVXOQAe1S,anonymous,"1",2,,2,,23,"1",,"1","1",,"1",,"Neutral","Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral",5.204,57.272,59.966,11,60,"5",1,1,,1,1,1,1,,,,,1,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,4,5,2,7,1,7,2,7,1,6,7,7,3,2,6,3,12,4,14,11,16,6,13,8,9,15,10,7,3,2,5,1,2,1,high,edo
524,100,1070,1,R_29oVezpxlVDWP6P,anonymous,"1",2,,4,,22,"1",,"1","4","Pays bas","2",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",11.302,76.634,78.287,12,40,"4",1,1,,1,,1,1,,,1,,1,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,4,12,7,1,6,5,7,2,12,7,7,5,3,3,3,9,12,14,7,6,2,15,3,10,16,11,8,1,4,13,5,2,1,high,edo
60,100,547,1,R_XXINlssSwCRfcKl,anonymous,"1",1,,2,,23,"1",,"1","1",,"1",,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3.568,83.754,84.459,25,10,"2",1,1,,1,,1,,,1,,,1,1,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,4,6,1,7,3,7,1,5,1,5,6,7,3,6,6,3,3,13,7,15,11,8,4,9,14,12,5,10,1,16,2,6,2,1,high,sdo
198,100,723,1,R_129F2XqLmbLQeUR,anonymous,"1",2,,2,,58,"2","1","2","2",,"2",,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",19.997,81.591,82.947,14,60,"4",,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,,1,1,,1,1,,,,1,1,,,4,7,4,7,1,2,1,7,1,6,7,7,1,3,7,3,4,8,5,7,1,3,12,10,13,6,15,11,14,2,16,9,2,2,low,sdo
393,100,1660,1,R_12njYfftNDqY4q1,anonymous,"1",1,,2,,24,"1",,"1","2",,"2",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",3.253,3.253,4.164,1,28,"3",1,1,,1,,1,1,,,,,1,1,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,3,4,5,1,4,6,5,1,3,5,4,3,1,3,3,7,3,12,1,2,14,6,15,5,8,10,13,16,4,9,11,2,1,high,edo
228,100,667,1,R_6KywaBNTaZl6wDf,anonymous,"1",2,,2,,35,"1",,"2","2",,"2",,"Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Like","Neutral",6.411,187.909,188.904,27,27,"4",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,,1,1,1,1,1,1,1,,1,7,3,7,1,7,4,6,1,6,4,7,2,1,7,3,6,7,10,11,13,16,8,1,14,2,9,3,4,5,15,12,2,2,low,edo
245,100,571,1,R_3hAQe1pPD34CcQc,anonymous,"1",2,,2,,44,"2","2","2","1",,"2",,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",1.199,127.154,128.039,53,25,"5",1,1,,1,,1,1,,1,,,1,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,3,2,5,3,6,3,7,1,3,5,5,3,5,4,3,1,16,9,3,5,11,8,10,6,14,7,12,15,2,4,13,2,1,high,edo
612,100,4383,1,R_TgSl0KXhXjoBDvH,anonymous,"1",2,,2,,23,"1",,"1","1",,"1",,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",6.623,270.353,270.945,30,20,"3",1,1,,1,,1,1,,,1,,1,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,3,4,3,7,3,6,3,7,2,5,6,6,5,2,4,3,16,14,10,1,9,2,11,12,3,13,7,5,6,8,4,15,2,1,high,edo
